Month,area,regional,networksite,site_id,Availability (Ave),site_class,target (%),Achievement
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP839,99.8,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP841,99.5,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP842,99.72,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP851,99.97,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP852,99.32,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP853,99.32,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP861,97.19,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP870,99.72,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP871,99.87,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP873,99.98,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP875,99.81,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP876,99.68,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP883,99.99,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP897,99.98,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP898,99.06,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP899,99.83,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP900,99.71,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP901,98.67,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP902,99.72,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP903,99.23,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP904,99.51,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP905,99.76,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP907,99.72,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP908,99.53,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP909,99.66,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP910,99.84,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP911,99.84,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP912,97.56,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP914,99.86,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP915,99.83,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,CLP916,99.83,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,COE004,99.38,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,COE006,96.98,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,COE007,97.79,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,COE014,99.83,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,COE025,99.75,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,COE104,98.71,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,COE184,97.66,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,COE190,97.17,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,COE201,99.75,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,COE208,94.04,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,COE210,99.05,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,COE211,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,COE215,99.22,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,COE471,97.78,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,COE472,99.2,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,EPK043,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,EPK093,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,EPK101,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM001,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM002,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM003,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM004,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM005,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM006,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM007,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM008,100.0,Platinum,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM009,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM010,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM011,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM012,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM015,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM016,99.73,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM017,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM018,99.99,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM019,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM020,99.67,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM021,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM022,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM023,99.91,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM024,99.7,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM025,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM026,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM027,99.36,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM028,99.97,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM029,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM030,99.75,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM033,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM034,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM035,99.78,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM036,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM037,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM038,99.72,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM039,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM040,99.99,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM041,99.99,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM042,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM043,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM044,99.85,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM045,99.75,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM047,99.97,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM050,99.52,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM051,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM052,99.91,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM053,99.66,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM054,99.26,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM055,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM056,99.63,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM057,99.93,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM058,99.98,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM059,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM060,99.85,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM061,99.93,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM062,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM063,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM064,99.69,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM065,99.6,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM068,99.9,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM069,99.69,Platinum,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM071,99.61,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM072,99.99,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM073,98.55,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM074,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM075,99.69,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM076,98.74,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM077,99.86,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM080,99.47,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM081,99.29,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM082,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM083,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM084,99.72,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM087,99.77,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM088,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM089,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM090,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM091,99.87,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM093,99.72,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM094,99.72,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM095,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM096,98.9,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM097,99.72,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM098,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM099,98.01,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM100,99.68,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM101,99.72,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM102,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM103,99.92,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM104,99.29,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM105,99.9,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM106,99.88,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM107,99.71,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM108,99.71,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM109,98.89,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM110,99.98,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM111,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM113,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM115,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM123,99.67,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM124,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM125,99.75,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM601,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM602,99.75,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM607,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM609,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM611,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM617,99.89,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM619,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM621,99.67,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM622,99.43,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM623,99.45,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM627,99.82,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM650,100.0,Platinum,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM651,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM652,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM653,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM654,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM655,99.97,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM656,99.7,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM657,99.39,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM658,99.99,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM659,99.78,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM660,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM661,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM670,99.65,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM671,99.44,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM673,98.84,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM678,99.88,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM693,99.58,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM703,99.72,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM706,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM707,99.22,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM711,99.68,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM715,98.44,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM719,98.44,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM727,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM738,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM756,99.56,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM758,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM759,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM760,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,KBM761,99.83,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,MGL014,100.0,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG001,97.33,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG002,99.72,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG003,99.72,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG004,99.72,Platinum,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG005,99.72,Platinum,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG006,99.71,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG007,99.72,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG008,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG009,99.55,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG010,99.72,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG011,99.39,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG012,99.62,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG013,99.8,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG014,99.72,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG015,99.32,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG016,99.72,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG017,99.68,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG018,99.72,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG019,99.72,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG020,99.47,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG021,97.55,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG022,99.8,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG023,99.27,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG024,99.8,Gold,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG025,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG026,98.8,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG027,99.72,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG028,99.72,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG029,99.58,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG030,99.8,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG031,99.72,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG032,99.72,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG033,99.6,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG034,97.54,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG035,98.15,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG036,99.02,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG037,99.59,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG038,98.92,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG039,99.04,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG040,99.05,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG041,99.7,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG042,99.71,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG043,99.55,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG044,99.61,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG045,99.59,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG046,100.0,Bronze,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG047,99.72,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG048,99.72,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG049,99.05,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG050,99.71,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG051,98.71,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG060,99.72,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG069,99.72,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG095,98.83,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG109,99.59,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG500,96.74,Silver,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG601,99.3,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG602,99.04,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG603,99.56,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG650,99.67,Bronze,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG652,100.0,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG653,99.8,Silver,99.77,Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG654,98.87,Gold,99.77,Not Achieved
Jan-25,AREA3,REGIONAL5,NOP PURWOKERTO,PBG655,99.64,Gold,99.77,Not Achieved
