Month,area,regional,networksite,site_id,Availability (Ave),site_class,target (%),Achievement
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR001,100.0,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR002,100.0,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR004,99.99,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR005,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR008,99.97,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR009,99.39,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR010,100.0,Diamond,99.85,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR054,99.99,Platinum,99.45,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR071,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR073,100.0,Platinum,99.45,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR085,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR087,97.82,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR088,96.77,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR089,99.97,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR095,100.0,Platinum,99.45,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR096,99.63,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR098,99.61,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR100,99.99,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR108,99.23,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR109,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR111,0.0,Gold,99.02,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR112,100.0,Platinum,99.45,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR113,100.0,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR115,50.0,Gold,99.02,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR140,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR148,99.04,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR149,99.58,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR193,99.97,Diamond,99.85,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR196,100.0,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR200,100.0,Diamond,99.85,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR202,99.97,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR203,99.14,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR215,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR216,99.97,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR219,100.0,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR220,99.72,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR223,99.47,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR224,99.96,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR225,100.0,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR228,99.96,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR250,97.73,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR251,95.43,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR252,99.4,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR253,98.12,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR261,100.0,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR264,99.92,Diamond,99.85,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR265,99.85,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR266,100.0,Platinum,99.45,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR269,98.94,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR270,99.99,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR273,99.9,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR279,99.15,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR281,99.34,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR287,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR288,100.0,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR289,93.81,Gold,99.02,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR290,95.74,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR291,98.94,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR292,100.0,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR293,100.0,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR296,99.79,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR297,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR298,100.0,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR299,96.78,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR300,91.96,Bronze,96.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR302,99.98,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR305,99.01,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR306,99.51,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR307,99.99,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR337,98.68,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR338,99.13,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR340,96.52,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR341,98.48,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR343,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR344,99.59,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR345,98.66,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR346,99.88,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR347,99.88,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR348,99.82,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR349,99.96,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR350,100.0,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR351,99.97,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR352,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR353,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR355,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR356,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR357,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR358,99.03,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR359,98.09,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR360,100.0,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR361,100.0,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR362,99.66,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR363,100.0,Platinum,99.45,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR364,99.97,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR365,99.9,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR367,100.0,Diamond,99.85,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR368,99.97,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR371,99.78,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR373,99.9,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR374,93.31,Bronze,96.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR375,99.99,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR376,99.52,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR377,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR378,99.43,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR379,99.51,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR380,100.0,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR381,99.31,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR382,99.98,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR383,100.0,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR385,100.0,Diamond,99.85,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR386,99.99,Diamond,99.85,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR388,99.99,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR390,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR391,99.94,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR392,99.55,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR395,99.62,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR396,99.99,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR397,99.99,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR398,99.87,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR400,99.98,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR401,99.89,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR404,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR405,99.87,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR407,99.97,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR408,96.5,Bronze,96.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR409,99.0,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR411,100.0,Platinum,99.45,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR412,96.93,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR414,96.27,Bronze,96.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR416,99.79,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR418,99.98,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR420,99.59,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR421,99.38,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR422,99.99,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR423,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR425,99.74,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR454,99.41,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR585,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR586,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR587,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BIR589,98.2,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ003,88.29,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ004,94.96,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ005,97.52,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ010,90.47,Bronze,96.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ011,86.96,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ087,95.22,Gold,99.02,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ109,99.81,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ119,95.64,Gold,99.02,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ120,98.26,Gold,99.02,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ122,95.2,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ135,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ158,83.93,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ162,94.99,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ165,91.08,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ183,99.43,Platinum,99.45,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ193,99.62,Platinum,99.45,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ194,99.47,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ195,98.05,Platinum,99.45,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ196,99.54,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ197,96.93,Gold,99.02,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ198,98.24,Gold,99.02,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ211,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ213,98.18,Gold,99.02,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ236,99.51,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ257,96.59,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ310,99.98,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ351,99.78,Platinum,99.45,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ353,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ354,98.52,Gold,99.02,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ355,94.92,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ356,91.21,Bronze,96.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ358,99.11,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ359,90.74,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ361,99.76,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ362,97.97,Gold,99.02,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ363,99.75,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ366,99.34,Platinum,99.45,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ368,94.83,Bronze,96.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ613,98.48,Gold,99.02,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ890,98.45,Platinum,99.45,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ891,90.82,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BKJ892,90.84,Bronze,96.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD002,99.92,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD003,99.07,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD004,97.51,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD005,99.29,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD007,99.78,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD008,99.97,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD009,98.87,Gold,99.02,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD010,99.97,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD011,99.98,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD012,97.83,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD013,99.98,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD014,99.96,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD015,99.97,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD024,99.98,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD025,99.98,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD026,99.98,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD034,99.84,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD040,99.96,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD041,99.94,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD044,98.61,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD047,99.98,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD050,99.79,Platinum,99.45,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD051,99.97,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD052,99.74,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD053,99.97,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD054,99.98,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD069,99.6,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD071,96.29,Bronze,96.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD072,99.97,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD073,99.97,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD081,99.84,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD082,99.97,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD100,99.83,Platinum,99.45,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD110,99.82,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD111,99.92,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD112,99.97,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD113,99.98,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD148,99.14,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD149,100.0,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD208,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD221,99.98,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD225,99.98,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD236,99.98,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD506,99.97,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD507,99.98,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD520,99.99,Platinum,99.45,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD521,99.96,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD533,99.85,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD902,99.74,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD903,99.8,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD904,99.18,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD905,99.83,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,BPD906,99.28,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG001,98.52,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG002,98.82,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG003,99.75,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG004,99.27,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG006,99.85,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG007,99.67,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG031,98.37,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG037,97.11,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG038,99.88,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG039,94.93,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG040,96.97,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG066,96.14,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG071,97.37,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG072,99.97,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG075,99.85,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG076,98.41,Gold,99.02,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG093,95.24,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG094,98.79,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG095,97.92,Gold,99.02,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG100,98.89,Gold,99.02,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG111,99.68,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG115,99.33,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG116,98.89,Gold,99.02,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG119,96.38,Bronze,96.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG125,99.12,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG224,100.0,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG240,99.97,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG501,98.86,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG502,99.7,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG503,97.83,Silver,98.54,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG504,99.32,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG505,99.01,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG506,94.71,Gold,99.02,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG507,99.4,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG508,98.36,Gold,99.02,Not Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG542,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG550,99.12,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG551,99.96,Platinum,99.45,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG552,100.0,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG553,99.99,Silver,98.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG554,97.08,Bronze,96.54,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG555,99.51,Gold,99.02,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG556,100.0,Platinum,99.45,Achieved
Jan-25,AREA1,REGIONAL1,NOP ACEH,CAG572,99.39,Silver,98.54,Achieved
